oh_id,member_id,office_id,start_date,end_date,in_cabinet,estimated_end_date,estimated_start_date
7979,4796,4,1868-01-01,1868-12-31,0,1,1
7980,4796,32,1874-02-27,1878-02-15,1,0,0
7981,4796,20,1878-02-04,1880-04-21,1,0,0
7982,4796,1,1885-06-24,1886-02-06,0,0,0
7983,4796,6,1888-02-21,1892-08-11,1,0,0
7984,4796,1,1895-06-29,1902-08-11,1,0,0
7985,4796,32,1886-01-01,1886-01-23,0,0,1
7986,4796,52,1901-01-01,1906-12-31,0,1,1
7987,4796,84,1885-06-24,1886-07-20,0,0,0
7988,5502,36,1885-06-24,1886-01-28,1,0,0
7989,5502,1,1886-08-03,1887-01-14,1,0,0
7990,5172,42,1873-01-01,1873-09-26,0,0,1
7991,5172,91,1894-01-01,1898-12-31,0,1,1
7992,5172,84,1892-08-18,1895-06-21,0,0,0
7993,5172,19,1880-03-31,1885-12-31,0,1,1
7994,5172,1,1886-02-06,1886-07-20,1,0,0
7995,5172,1,1892-08-18,1895-06-21,1,0,0
7996,4774,9,1865-11-29,1866-03-12,0,0,0
7997,4774,39,1866-01-26,1866-06-26,1,0,0
7999,4774,33,1871-03-24,1874-02-17,1,0,0
8000,4774,33,1895-06-29,1900-11-12,1,0,0
8001,4774,1,1887-01-14,1892-08-11,1,0,0
8002,5641,75,1892-01-01,1894-12-31,0,1,1
8003,5641,29,1886-02-10,1886-07-20,0,0,0
8004,5641,93,1892-01-01,1894-12-31,0,1,1
8005,5641,37,1894-01-01,1894-03-10,0,0,1
8007,5641,33,1905-01-01,1905-03-27,0,0,1
8008,5641,23,1908-04-12,1908-10-13,1,0,0
8009,5485,34,1885-01-01,1886-12-31,0,1,1
8010,5485,78,1886-07-01,1892-12-31,0,1,1
8011,5485,6,1895-06-29,1900-11-12,1,0,0
8012,5485,19,1900-10-01,1902-12-31,0,1,1
8013,5485,1,1902-08-11,1903-10-09,1,0,0
8014,7689,81,1895-07-06,1900-11-07,0,0,0
8015,7689,66,1900-11-07,1902-08-08,0,0,0
8016,7689,64,1902-08-11,1903-10-09,1,0,0
8017,7689,1,1903-10-09,1905-12-04,1,0,0
8025,6265,19,1892-07-04,1895-12-31,0,1,1
8026,6265,1,1905-12-10,1908-04-12,1,0,0
8027,6265,2,1908-04-05,1915-05-25,1,0,0
8031,6405,1,1908-04-12,1915-05-25,1,0,0
8035,7806,66,1905-12-12,1907-01-29,0,0,0
8036,7806,79,1907-01-23,1908-04-12,1,0,0
8037,7806,33,1908-04-12,1911-10-23,1,0,0
8040,7952,4,1902-01-01,1905-12-31,0,1,1
8084,6767,2,1812-06-08,1827-04-09,1,0,0
8085,1285,2,1835-04-18,1841-08-30,1,0,0
8086,1885,18,1832-01-01,1834-12-31,0,1,1
8087,1885,19,1835-01-06,1839-12-31,0,1,1
8088,1885,20,1839-01-01,1841-06-23,0,1,1
8089,1885,2,1846-06-30,1852-02-21,1,0,0
8090,1885,21,1852-12-28,1853-02-21,1,0,0
8091,1885,22,1853-02-26,1854-06-08,1,0,0
8092,1885,23,1854-06-12,1855-01-30,1,0,0
8093,1885,20,1855-01-01,1855-02-08,0,0,1
8094,1885,21,1859-06-18,1865-11-03,1,0,0
8095,1885,2,1865-10-29,1866-06-26,1,0,0
8096,5410,73,1878-01-01,1880-12-31,0,1,1
8097,5410,88,1886-01-01,1886-02-08,0,0,1
8098,5410,84,1891-10-01,1892-08-11,0,0,0
8099,5410,78,1885-11-24,1885-12-31,0,1,1
8100,5410,2,1902-07-12,1905-12-04,1,0,0
8103,5410,32,1887-03-07,1891-11-09,1,0,0
8104,5410,59,1891-10-01,1892-08-11,1,0,0
8105,5410,84,1895-06-29,1905-12-04,0,0,0
8106,5410,59,1895-06-29,1905-12-04,1,0,0
8107,5410,37,1902-07-14,1903-10-17,1,0,0
8109,5201,85,1871-11-15,1874-02-17,0,0,0
8110,5201,34,1882-01-01,1884-12-31,0,1,1
8111,5201,32,1884-10-23,1885-06-09,0,0,0
8112,5201,53,1886-02-06,1886-07-20,1,0,0
8113,5201,53,1892-08-18,1895-06-21,1,0,0
8114,5201,2,1905-12-05,1908-04-03,1,0,0
8115,5201,52,1907-01-01,1908-12-31,0,1,1
8116,5201,85,1880-04-28,1882-05-13,0,0,0
8122,8009,13,1906-01-01,1908-12-31,0,1,1
8123,8009,6,1908-04-12,1910-02-14,1,0,0
8130,1168,3,1802-02-11,1817-06-02,0,0,0
8131,1461,3,1817-06-05,1835-02-20,0,0,0
8132,1741,3,1835-02-20,1839-05-27,0,0,0
8133,3007,3,1839-05-27,1857-04-30,0,0,0
8134,2345,3,1857-04-30,1872-02-09,0,0,0
8135,4235,41,1855-01-01,1858-12-31,0,1,1
8136,4235,75,1859-01-01,1866-12-31,0,1,1
8137,4235,3,1872-02-09,1884-02-26,0,0,0
8138,4946,3,1884-02-26,1895-04-08,0,0,0
8139,6252,3,1895-04-08,1905-06-08,0,0,0
8140,5885,4,1891-01-01,1892-12-31,0,1,1
8141,5885,13,1891-01-01,,0,0,1
8142,5885,77,1895-01-01,1905-12-31,0,1,1
8143,5885,3,1905-06-08,1921-04-28,0,0,0
8144,7961,82,1907-02-27,1910-02-20,0,0,0
8155,1222,4,1847-01-01,1851-12-31,0,1,1
8156,3719,41,1846-01-01,1847-07-23,0,1,1
8157,3719,4,1847-01-01,1851-12-31,0,1,1
8158,3567,24,1847-12-22,1849-05-26,0,0,0
8159,3567,66,1849-05-22,1850-07-09,0,0,0
8160,3567,4,1850-01-01,1852-12-31,0,1,1
8161,3567,4,1852-01-01,1858-12-31,0,1,1
8163,2676,26,1852-01-01,1852-12-31,0,1,1
8164,2676,4,1858-01-01,1859-12-31,0,1,1
8165,4522,4,1859-01-01,1865-12-31,0,1,1
8166,4300,4,1865-01-01,1866-12-31,0,1,1
8167,4300,26,1870-01-01,1870-12-31,0,1,1
8168,3665,41,1858-01-01,1859-04-23,0,1,1
8169,3665,4,1866-01-01,1868-12-31,0,1,1
8170,3665,39,1868-11-07,1868-12-01,0,0,0
8171,3665,39,1874-03-02,1880-04-21,0,0,0
8172,4480,4,1867-01-01,1868-12-31,0,1,1
8173,4480,66,1868-03-04,1868-12-01,0,0,0
8174,4480,78,1874-01-31,1880-12-31,0,1,1
8175,4012,41,1866-01-01,1868-11-11,0,1,1
8176,4012,4,1868-01-01,1868-12-31,0,1,1
8177,4012,69,1876-01-01,1880-12-31,0,1,1
8178,4783,10,1866-01-01,1866-12-31,0,1,1
8179,4783,4,1868-01-01,1871-12-31,0,1,1
8180,4783,13,1871-01-01,1871-12-31,0,1,1
8181,4783,34,1871-01-01,1874-12-31,0,1,1
8182,4783,34,1880-01-01,1880-12-31,0,1,1
8183,4783,48,1881-11-29,1885-02-13,0,0,0
8184,4783,64,1884-11-07,1885-06-09,1,0,0
8185,4783,48,1892-08-18,1894-03-10,1,0,0
8186,4783,78,1894-01-01,1895-12-31,0,1,1
8187,4967,4,1868-01-01,1868-12-31,0,1,1
8188,4967,13,1874-01-01,1878-12-31,0,1,1
8189,4967,32,1878-02-15,1880-04-21,0,0,0
8190,4755,4,1872-01-01,1874-12-31,0,1,1
8191,4755,4,1880-01-01,1883-12-31,0,1,1
8192,4755,13,1883-01-01,1884-12-31,0,1,1
8193,4755,80,1884-01-01,1885-12-31,0,1,1
8194,4755,80,1892-01-01,1892-12-31,0,1,1
8195,4755,34,1886-01-01,1886-12-31,0,1,1
8196,4908,4,1874-01-01,1875-12-31,0,1,1
8197,4700,24,1875-11-24,1880-04-21,0,0,0
8198,4700,4,1874-01-01,1875-12-31,0,1,1
8199,5433,4,1875-01-01,1878-12-31,0,1,1
8200,5433,92,1878-04-06,1880-04-21,0,0,0
8201,5433,6,1885-08-19,1886-01-28,1,0,0
8202,5433,30,1886-07-01,1887-12-31,0,1,1
8203,5433,53,1887-01-14,1892-08-11,1,0,0
8204,4681,4,1876-01-01,1880-12-31,0,1,1
8205,5132,4,1878-01-01,1880-12-31,0,1,1
8206,5525,4,1880-01-01,1882-12-31,0,1,1
8207,5525,13,1882-01-01,1885-12-31,0,1,1
8208,5119,41,1880-03-31,1882-12-31,0,1,1
8209,5119,4,1882-01-01,1882-12-31,0,1,1
8210,5635,4,1883-01-01,1885-12-31,0,1,1
8211,5635,92,1892-08-19,1894-03-11,0,0,0
8212,5635,26,1894-01-01,1895-12-31,0,1,1
8213,4998,4,1885-01-01,1886-12-31,0,1,1
8214,4998,55,1887-03-15,1890-12-15,0,0,0
8215,4998,26,1889-01-01,1892-12-31,0,1,1
8216,5697,4,1885-01-01,1888-12-31,0,1,1
8217,5697,13,1888-01-01,1892-12-31,0,1,1
8218,5708,19,1902-01-01,1905-12-31,0,1,1
8219,5708,4,1885-01-01,1892-12-31,0,1,1
8220,5708,48,1895-07-04,1905-12-04,1,0,0
8221,5708,54,1902-01-01,1905-12-31,0,1,1
8222,5708,93,1885-01-01,1895-12-31,0,1,1
8223,5085,24,1880-05-07,1885-06-09,0,0,0
8224,5085,4,1886-01-01,1886-12-31,0,1,1
8225,5787,4,1886-01-01,1886-12-31,0,1,1
8226,5811,4,1886-01-01,1892-12-31,0,1,1
8227,5811,90,1895-07-04,1900-11-16,1,0,0
8228,5811,78,1900-10-01,1905-12-31,0,1,1
8229,5811,32,1905-03-12,1905-12-04,1,0,0
8233,5665,4,1886-01-01,1886-12-31,0,1,1
8234,5706,4,1886-01-01,1886-12-31,0,1,1
8235,5706,13,1895-01-01,1902-12-31,0,1,1
8236,5586,51,1891-11-24,1892-08-11,0,0,0
8237,5586,4,1886-01-01,1891-12-31,0,1,1
8238,5970,4,1892-01-01,1895-12-31,0,1,1
8239,5942,21,1905-12-10,1915-05-25,1,0,0
8240,5942,4,1892-01-01,1895-12-31,0,1,1
8241,5445,4,1892-01-01,1895-12-31,0,1,1
8243,6293,41,1892-07-04,1894-12-31,0,1,1
8244,6293,4,1894-01-01,1895-12-31,0,1,1
8245,6293,93,1894-01-01,1895-12-31,0,1,1
8246,6331,4,1895-01-01,1900-12-31,0,1,1
8247,7671,4,1900-01-01,1905-12-31,0,1,1
8248,7671,77,1905-01-01,1905-12-31,0,1,1
8249,7908,4,1902-01-01,1905-12-31,0,1,1
8250,6352,4,1905-01-01,1905-12-31,0,1,1
8251,7271,4,1905-01-01,1909-12-31,0,1,1
8252,6005,81,1892-08-25,1895-06-21,0,0,0
8253,6005,4,1905-01-01,1908-12-31,0,1,1
8254,7907,4,1905-01-01,1907-12-31,0,1,1
8255,7907,66,1907-01-29,1908-04-12,0,0,0
8256,7907,79,1908-04-12,1911-10-23,1,0,0
8260,7590,4,1905-01-01,1908-12-31,0,1,1
8261,7925,4,1907-01-01,1908-12-31,0,1,1
8262,7925,4,1908-01-01,1920-12-31,0,1,1
8264,8201,4,1908-01-01,1908-12-31,0,1,1
8265,8201,13,1908-01-01,1911-12-31,0,1,1
8270,7900,4,1908-01-01,1914-12-31,0,1,1
8273,8370,4,1908-01-01,1909-12-31,0,1,1
8274,8370,26,1909-01-01,1912-12-31,0,1,1
8277,7573,82,1905-12-18,1909-07-07,0,0,0
8278,7573,4,1909-01-01,1915-12-31,0,1,1
8280,7704,4,1909-01-01,1911-12-31,0,1,1
8299,7411,81,1903-10-11,1905-12-04,0,0,0
8301,7498,82,1905-06-16,1905-12-04,0,0,0
8302,7498,57,1905-01-01,1913-12-31,0,1,1
8305,8171,82,1909-07-07,1915-01-24,0,0,0
8308,6025,73,1886-01-01,1892-12-31,0,1,1
8309,6025,82,1895-07-06,1902-08-08,0,0,0
8310,6025,80,1902-01-01,1903-12-31,0,1,1
8313,8304,73,1906-01-01,1908-12-31,0,1,1
8314,8304,85,1908-04-12,1910-03-04,0,0,0
8316,8283,87,1908-01-01,1914-12-31,0,1,1
8320,7678,73,1895-01-01,1900-12-31,0,1,1
8328,8278,73,1906-01-01,1910-12-31,0,1,1
8332,8042,73,1904-01-01,1904-12-31,0,1,1
8367,7970,26,1908-01-01,1911-12-31,0,1,1
8487,7435,57,1902-01-01,1911-12-31,0,1,1
8488,7435,5,1902-01-01,1905-12-31,0,1,1
8519,2418,9,1830-11-22,1834-06-05,0,0,0
8520,2418,8,1830-11-30,1834-11-14,0,0,0
8521,2418,6,1834-06-05,1834-11-14,1,0,0
8522,2418,6,1835-04-18,1839-08-29,1,0,0
8523,1475,6,1834-12-15,1835-04-08,1,0,0
8524,2381,10,1832-01-01,1834-12-31,0,1,1
8525,2381,9,1835-05-06,1839-08-29,0,0,0
8526,2381,13,1839-01-01,1839-12-31,0,1,1
8527,2381,6,1839-08-29,1841-08-30,1,0,0
8528,2381,32,1846-01-01,1846-02-14,0,0,1
8529,2381,20,1855-01-01,1855-02-08,0,0,1
8530,2381,6,1847-07-22,1852-02-21,1,0,0
8532,3781,7,1845-01-01,1846-12-31,0,1,1
8533,3781,6,1852-12-28,1855-03-31,0,0,0
8534,3781,63,1859-01-01,1861-12-31,0,1,1
8535,3781,39,1861-07-25,1864-04-07,1,0,0
8536,3781,20,1864-04-07,1866-06-26,1,0,0
8537,3781,53,1868-12-09,1874-02-17,1,0,0
8538,3716,6,1858-02-26,1859-03-03,1,0,0
8539,3502,9,1846-07-08,1848-05-08,0,0,0
8540,3502,6,1859-07-06,1866-06-26,1,0,0
8541,4253,13,1862-01-01,1864-12-31,0,1,1
8543,4253,19,1868-11-17,1868-11-11,0,1,1
8544,4253,23,1873-08-09,1874-02-17,1,0,0
8545,3812,6,1868-12-09,1871-01-14,1,0,0
8546,3812,39,1873-09-30,1874-02-17,1,0,0
8547,3812,39,1880-04-28,1882-07-25,1,0,0
8548,3984,41,1854-01-01,1855-12-31,0,1,1
8549,3984,13,1857-01-01,1858-12-31,0,1,1
8550,3984,13,1859-01-01,1865-12-31,0,1,1
8551,3984,63,1865-01-01,1866-12-31,0,1,1
8552,3984,63,1868-01-01,1870-12-31,0,1,1
8553,3984,6,1871-01-14,1874-02-17,1,0,0
8554,3737,13,1866-01-01,1868-12-31,0,1,1
8555,3737,47,1850-01-01,1854-01-14,0,0,1
8556,3737,6,1874-02-21,1878-04-04,0,0,0
8557,4406,6,1878-04-04,1880-04-21,1,0,0
8558,5565,6,1880-05-03,1885-06-09,1,0,0
8559,5565,78,1886-07-01,1886-12-31,0,1,1
8560,5565,20,1895-06-29,1903-10-09,1,0,0
8561,5186,62,1880-01-01,1885-12-31,0,1,1
8562,5186,6,1886-02-17,1886-07-20,1,0,0
8563,5186,6,1892-08-18,1894-05-28,1,0,0
8564,4918,10,1877-01-01,1877-12-31,0,1,1
8565,4918,66,1877-08-14,1878-04-02,0,0,0
8566,4918,53,1878-04-02,1880-04-21,1,0,0
8568,5795,39,1892-08-18,1894-05-28,1,0,0
8569,5795,95,1886-01-01,1886-12-31,0,1,1
8570,5795,6,1894-05-28,1895-06-21,1,0,0
8571,5795,32,1905-01-01,1905-03-12,0,0,1
8572,6079,32,1895-07-04,1900-11-09,0,0,0
8573,6079,6,1900-11-12,1905-03-14,1,0,0
8574,6079,73,1885-01-01,1885-12-31,0,1,1
8575,6079,78,1905-01-01,1905-12-31,0,1,1
8576,5880,64,1905-12-10,1910-02-14,1,0,0
8578,5880,26,1892-01-01,1895-12-31,0,1,1
8589,7309,82,1903-01-01,1905-12-31,0,1,1
8594,1732,8,1830-01-01,1830-11-30,0,0,1
8595,1732,7,1827-01-01,1827-12-31,0,1,1
8596,1732,9,1828-01-01,1828-12-31,0,1,1
8597,1703,9,1845-02-05,1846-06-29,0,0,0
8598,1703,7,1834-01-01,1835-12-31,0,1,1
8599,1703,7,1841-01-01,1845-12-31,0,1,1
8600,1703,10,1819-01-01,1830-12-31,0,1,1
8601,2884,7,1834-01-01,1835-12-31,0,1,1
8602,2884,25,1844-05-17,1845-02-04,0,0,0
8603,2884,7,1841-01-01,1844-12-31,0,1,1
8604,2884,49,1845-01-01,1846-12-31,0,1,1
8605,3030,41,1835-01-06,1837-07-17,0,1,1
8606,3030,34,1839-10-04,1841-06-09,0,0,0
8607,3030,7,1841-01-01,1841-12-31,0,1,1
8608,2908,41,1841-06-29,1844-12-31,0,1,1
8609,2908,7,1844-01-01,1846-12-31,0,1,1
8610,2908,32,1853-01-06,1855-03-01,0,0,0
8611,3503,41,1835-01-06,1841-06-23,0,1,1
8612,3503,7,1846-01-01,1850-12-31,0,1,1
8613,1652,8,1834-12-22,1835-04-08,0,0,0
8614,1652,9,1834-12-20,1835-04-08,0,0,0
8615,3822,9,1855-03-31,1855-08-13,0,0,0
8616,3822,18,1855-01-01,1855-12-31,0,1,1
8617,3822,45,1853-01-01,1855-12-31,0,1,1
8618,3822,13,1850-01-01,1852-12-31,0,1,1
8619,3822,8,1855-01-01,1855-12-31,0,1,1
8620,3822,40,1855-08-13,1858-02-21,0,0,0
8622,2725,24,1841-06-23,1841-08-30,0,0,0
8623,3378,13,1835-01-01,1841-12-31,0,1,1
8624,3378,25,1846-07-06,1852-02-06,0,0,0
8625,3378,9,1841-06-28,1841-08-30,0,0,0
8626,2754,9,1859-03-03,1859-06-11,0,0,0
8627,2754,10,1858-01-01,1859-12-31,0,1,1
8628,3346,10,1846-01-01,1852-12-31,0,1,1
8629,3346,26,1855-01-01,1855-12-31,0,1,1
8630,3346,47,1855-08-13,1857-02-09,0,0,0
8631,3346,9,1859-01-01,1859-03-03,0,0,1
8632,3346,50,1860-01-01,1866-12-31,0,1,1
8633,3346,10,1852-01-01,1855-12-31,0,1,1
8634,3346,47,1857-09-24,1858-02-21,0,0,0
8635,3346,62,1857-01-01,1858-12-31,0,1,1
8636,3346,55,1859-01-01,1859-03-03,0,0,1
8637,3041,9,1860-02-22,1865-11-29,0,0,0
8638,3041,55,1860-02-22,1865-11-29,0,0,0
8639,4677,55,1866-07-10,1868-12-01,0,0,0
8640,4677,24,1874-03-07,1875-11-24,0,0,0
8641,4677,9,1866-07-10,1868-12-01,0,0,0
8642,4677,55,1874-04-20,1880-03-24,0,0,0
8643,3977,47,1857-02-09,1857-09-24,0,0,0
8644,3977,9,1866-03-12,1866-06-26,0,0,0
8645,3977,13,1868-01-01,1871-12-31,0,1,1
8646,3977,64,1871-01-14,1873-11-18,0,0,0
8647,3977,27,1853-01-13,1858-02-21,0,0,0
8653,3114,41,1834-01-01,1835-12-31,0,1,1
8654,2947,10,1828-01-01,1828-12-31,0,1,1
8655,2947,51,1834-12-29,1835-04-08,0,0,0
8656,2641,10,1834-01-01,1835-12-31,0,1,1
8657,3156,10,1835-01-01,1841-12-31,0,1,1
8658,3180,10,1835-01-01,1841-12-31,0,1,1
8659,2918,10,1835-01-01,,0,0,1
8660,2290,10,1841-01-01,1846-12-31,0,1,1
8661,3211,29,1834-12-29,1835-04-08,0,0,0
8662,3211,10,1841-01-01,1845-12-31,0,1,1
8663,3211,47,1866-01-01,1867-12-31,0,1,1
8664,3211,33,1867-03-08,1868-12-01,1,0,0
8665,3211,34,1859-03-09,1859-06-11,0,0,0
8666,3211,58,1866-01-01,1867-12-31,0,1,1
8667,3211,34,1845-02-04,1846-06-29,0,0,0
8668,3446,10,1845-01-01,1846-12-31,0,1,1
8669,3446,13,1852-01-01,1855-12-31,0,1,1
8670,3446,45,1855-01-01,1855-12-31,0,1,1
8671,3003,10,1846-01-01,1846-12-31,0,1,1
8672,3755,10,1846-01-01,1846-12-31,0,1,1
8673,2651,10,1852-01-01,1852-12-31,0,1,1
8674,4451,10,1852-01-01,1852-12-31,0,1,1
8675,4528,10,1857-01-01,1858-12-31,0,1,1
8676,4528,13,1859-01-01,1861-12-31,0,1,1
8677,3736,10,1859-01-01,1859-12-31,0,1,1
8678,3736,41,1846-01-01,1846-12-31,0,1,1
8679,4148,10,1859-01-01,1863-12-31,0,1,1
8680,4550,10,1859-01-01,1859-12-31,0,1,1
8681,4246,10,1860-01-01,1860-12-31,0,1,1
8682,4246,76,1878-01-01,1889-12-31,0,1,1
8683,4497,10,1863-01-01,1863-12-31,0,1,1
8684,4497,13,1863-01-01,1866-12-31,0,1,1
8685,4497,55,1868-01-01,1871-12-31,0,1,1
8686,4497,36,1880-04-28,1882-12-16,1,0,0
8687,4497,53,1882-12-16,1885-06-09,1,0,0
8688,4497,23,1895-06-29,1903-10-19,1,0,0
8689,4497,79,1900-03-03,1902-08-11,1,0,0
8690,4497,10,1902-01-01,1903-12-31,0,1,1
8691,4638,10,1863-01-01,1864-12-31,0,1,1
8692,4638,83,1866-01-01,1866-12-31,0,1,1
8693,4638,41,1868-11-17,1869-12-31,0,1,1
8694,4638,40,1871-03-24,1874-02-17,1,0,0
8695,4638,78,1871-01-01,1874-01-26,0,1,1
8696,4638,78,1886-07-01,1886-12-31,0,1,1
8697,4566,10,1868-01-01,,0,0,1
8698,4566,10,1866-01-01,1866-12-31,0,1,1
8699,4566,10,1880-01-01,1883-12-31,0,1,1
8700,4808,10,1866-01-01,1868-12-31,0,1,1
8701,4749,10,1866-01-01,1868-12-31,0,1,1
8702,4375,10,1866-01-01,1866-12-31,0,1,1
8703,4943,10,1868-01-01,1870-12-31,0,1,1
8704,4943,34,1880-01-01,1882-12-31,0,1,1
8705,4943,32,1882-01-01,1882-05-06,0,0,1
8706,4943,39,1884-10-29,1885-06-09,1,0,0
8707,4943,88,1886-02-08,1886-04-05,1,0,0
8708,4943,88,1892-08-18,1895-06-21,1,0,0
8709,4806,10,1880-01-01,1880-12-31,0,1,1
8710,4806,34,1884-01-01,1884-12-31,0,1,1
8711,4732,10,1882-01-01,1885-12-31,0,1,1
8712,4732,81,1886-02-15,1886-07-20,0,0,0
8713,5367,10,1905-01-01,1905-12-31,0,1,1
8715,3023,35,1830-12-01,1834-11-14,1,0,0
8716,3023,54,1835-01-01,1839-12-31,0,1,1
8717,2326,11,1832-12-10,1833-12-31,0,1,1
8718,2326,20,1833-01-01,1834-12-29,0,1,1
8719,2326,20,1841-06-29,1845-12-31,0,1,1
8720,1727,11,1833-01-01,1834-12-29,0,1,1
8721,3229,25,1832-02-01,1833-04-06,0,0,0
8722,3229,11,1833-01-01,1833-12-31,0,1,1
8723,3229,35,1835-04-23,1841-08-30,1,0,0
8724,3229,38,1834-07-22,1834-11-14,1,0,0
8725,3229,35,1846-07-08,1852-02-05,1,0,0
8726,2213,11,1834-01-01,1835-12-31,0,1,1
8728,1774,12,1832-11-26,1834-03-01,0,0,0
8729,2622,42,1832-11-26,1834-02-25,0,0,0
8730,2622,44,1859-06-18,1861-06-24,1,0,0
8731,2622,12,1834-03-01,1834-11-14,0,0,0
8732,2622,12,1835-04-30,1841-07-03,0,0,0
8733,2622,43,1841-01-01,1841-12-31,0,1,1
8734,2622,39,1846-07-06,1850-03-06,1,0,0
8735,3368,42,1839-12-02,1841-08-30,0,0,0
8736,3368,12,1841-07-03,1841-08-30,0,0,0
8737,3331,42,1834-12-20,1835-04-08,0,0,0
8738,3331,42,1841-09-06,1844-06-29,0,0,0
8739,3331,12,1844-04-15,1845-06-29,0,0,0
8740,3611,42,1844-06-29,1845-07-17,0,0,0
8741,3611,12,1845-06-29,1846-06-29,0,0,0
8742,3611,12,1852-02-27,1852-12-17,0,0,0
8743,2911,12,1846-07-17,1850-07-11,0,0,0
8744,2881,42,1848-04-04,1850-07-11,0,0,0
8745,2881,12,1850-07-11,1851-03-28,0,0,0
8746,4021,12,1852-12-28,1856-11-15,0,0,0
8747,4021,42,1850-07-11,1851-03-28,0,0,0
8748,4021,12,1851-03-28,1852-02-21,0,0,0
8749,4117,42,1852-12-28,1856-11-22,0,0,0
8750,4117,12,1856-11-15,1858-02-21,0,0,0
8751,4117,12,1859-06-18,1861-07-04,0,0,0
8753,3350,42,1845-07-17,1846-06-29,0,0,0
8754,3350,12,1858-02-26,1859-06-11,0,0,0
8755,3350,42,1852-02-27,1852-12-17,0,0,0
8756,4192,12,1861-07-04,1863-10-02,0,0,0
8757,4004,42,1861-07-08,1863-10-02,0,0,0
8758,4004,12,1863-10-02,1866-06-26,0,0,0
8759,4149,12,1866-07-10,1866-10-29,0,0,0
8760,4472,12,1866-10-29,1867-07-18,0,0,0
8761,5006,42,1866-11-29,1867-07-18,0,0,0
8762,5006,12,1867-07-18,1868-12-01,0,0,0
8763,5006,12,1874-02-27,1875-11-25,0,0,0
8764,5020,60,1867-03-01,1867-05-31,0,1,0
8766,4273,42,1863-10-02,1866-06-26,0,0,0
8767,4273,12,1868-12-12,1871-11-10,0,0,0
8769,5095,60,1868-01-01,1868-05-31,0,1,0
8770,5095,43,1875-01-01,1880-12-31,0,1,1
8772,4858,42,1868-01-01,1868-02-10,0,0,1
8773,4858,12,1871-11-10,1873-11-20,0,0,0
8774,5237,42,1873-09-26,1873-11-20,0,0,0
8775,5237,12,1873-11-20,1874-02-17,0,0,0
8776,5237,12,1880-05-03,1885-06-09,0,0,0
