oh_id,member_id,office_id,start_date,end_date,in_cabinet,estimated_end_date,estimated_start_date
8084,6767,2,1812-06-08,1827-04-09,1,0,0
8085,1285,2,1835-04-18,1841-08-30,1,0,0
8086,1885,18,1832-01-01,1834-12-31,,1,1
8087,1885,19,1835-01-06,1839-12-31,,1,1
8088,1885,20,1839-01-01,1841-06-23,,1,1
8089,1885,2,1846-06-30,1852-02-21,1,0,0
8090,1885,21,1852-12-28,1853-02-21,1,0,0
8091,1885,22,1853-02-26,1854-06-08,1,0,0
8092,1885,23,1854-06-12,1855-01-30,1,0,0
8093,1885,20,1855-01-01,1855-02-08,,0,1
8094,1885,21,1859-06-18,1865-11-03,1,0,0
8095,1885,2,1865-10-29,1866-06-26,1,0,0
8096,5410,73,1878-01-01,1880-12-31,,1,1
8097,5410,88,1886-01-01,1886-02-08,,0,1
8098,5410,84,1891-10-01,1892-08-11,0,0,0
8099,5410,78,1885-11-24,1885-12-31,,1,1
8100,5410,2,1902-07-12,1905-12-04,1,0,0
8101,5410,21,1916-12-10,1919-10-23,1,,0
8102,5410,23,1919-10-23,1922-10-19,1,0,0
8103,5410,32,1887-03-07,1891-11-09,1,0,0
8104,5410,59,1891-10-01,1892-08-11,1,0,0
8105,5410,84,1895-06-29,1905-12-04,0,0,0
8106,5410,59,1895-06-29,1905-12-04,1,0,0
8107,5410,37,1902-07-14,1903-10-17,1,0,0
8108,5410,33,1915-05-25,1916-12-05,1,0,0
8109,5201,85,1871-11-15,1874-02-17,0,0,0
8110,5201,34,1882-01-01,1884-12-31,,1,1
8111,5201,32,1884-10-23,1885-06-09,0,0,0
8112,5201,53,1886-02-06,1886-07-20,1,0,0
8113,5201,53,1892-08-18,1895-06-21,1,0,0
8114,5201,2,1905-12-05,1908-04-03,1,0,0
8115,5201,52,1907-01-01,1908-12-31,,1,1
8116,5201,85,1880-04-28,1882-05-13,0,0,0
8117,8247,94,1922-01-01,1924-12-31,,1,1
8118,8247,2,1924-01-22,1924-11-03,1,0,0
8119,8247,2,1929-06-05,1935-06-06,1,0,0
8120,8247,23,1935-11-14,1937-12-31,,1,1
8121,8009,2,1951-10-26,1955-04-05,1,0,0
8122,8009,13,1906-01-01,1908-12-31,,1,1
8123,8009,6,1908-04-12,1910-02-14,1,0,0
8124,8009,19,1910-01-01,1911-12-31,,1,1
8125,8009,33,1911-10-23,1915-05-25,1,0,0
8126,8009,94,1917-01-01,1917-12-31,,1,1
8127,8009,54,1919-01-01,1921-12-31,,1,1
8128,8009,2,1940-05-10,1945-07-25,1,0,0
8129,8009,52,1959-01-01,1964-12-31,,1,1
8130,1168,3,1802-02-11,1817-06-02,,0,0
8131,1461,3,1817-06-05,1835-02-20,,0,0
8132,1741,3,1835-02-20,1839-05-27,,0,0
8133,3007,3,1839-05-27,1857-04-30,,0,0
8134,2345,3,1857-04-30,1872-02-09,,0,0
8135,4235,41,1855-01-01,1858-12-31,,1,1
8136,4235,75,1859-01-01,1866-12-31,,1,1
8137,4235,3,1872-02-09,1884-02-26,,0,0
8138,4946,3,1884-02-26,1895-04-08,,0,0
8139,6252,3,1895-04-08,1905-06-08,,0,0
8140,5885,4,1891-01-01,1892-12-31,,1,1
8141,5885,13,1891-01-01,,,0,1
8142,5885,77,1895-01-01,1905-12-31,,1,1
8143,5885,3,1905-06-08,1921-04-28,,0,0
8144,7961,82,1907-02-27,1910-02-20,0,0,0
8145,7961,89,1910-01-01,1911-12-31,,1,1
8146,7961,77,1911-01-01,1921-12-31,,1,1
8147,7961,3,1921-04-28,1928-06-20,,0,0
8148,8008,89,1922-01-01,1923-12-31,,1,1
8149,8008,89,1924-01-01,1928-12-31,,1,1
8150,8008,3,1928-06-20,1943-03-09,,0,0
8151,8963,89,1938-01-01,1943-12-31,,1,1
8153,8963,3,1943-03-09,1951-10-31,,0,0
8154,4691,4,,,,0,0
8155,1222,4,1847-01-01,1851-12-31,,1,1
8156,3719,41,1846-01-01,1847-07-23,,1,1
8157,3719,4,1847-01-01,1851-12-31,,1,1
8158,3567,24,1847-12-22,1849-05-26,0,0,0
8159,3567,66,1849-05-22,1850-07-09,0,0,0
8160,3567,4,1850-01-01,1852-12-31,,1,1
8161,3567,4,1852-01-01,1858-12-31,,1,1
8162,6307,4,,,,0,0
8163,2676,26,1852-01-01,1852-12-31,,1,1
8164,2676,4,1858-01-01,1859-12-31,,1,1
8165,4522,4,1859-01-01,1865-12-31,,1,1
8166,4300,4,1865-01-01,1866-12-31,,1,1
8167,4300,26,1870-01-01,1870-12-31,,1,1
8168,3665,41,1858-01-01,1859-04-23,,1,1
8169,3665,4,1866-01-01,1868-12-31,,1,1
8170,3665,39,1868-11-07,1868-12-01,0,0,0
8171,3665,39,1874-03-02,1880-04-21,0,0,0
8172,4480,4,1867-01-01,1868-12-31,,1,1
8173,4480,66,1868-03-04,1868-12-01,0,0,0
8174,4480,78,1874-01-31,1880-12-31,,1,1
8175,4012,41,1866-01-01,1868-11-11,,1,1
8176,4012,4,1868-01-01,1868-12-31,,1,1
8177,4012,69,1876-01-01,1880-12-31,,1,1
8178,4783,10,1866-01-01,1866-12-31,,1,1
8179,4783,4,1868-01-01,1871-12-31,,1,1
8180,4783,13,1871-01-01,1871-12-31,,1,1
8181,4783,34,1871-01-01,1874-12-31,,1,1
8182,4783,34,1880-01-01,1880-12-31,,1,1
8183,4783,48,1881-11-29,1885-02-13,0,0,0
8184,4783,64,1884-11-07,1885-06-09,1,0,0
8185,4783,48,1892-08-18,1894-03-10,1,0,0
8186,4783,78,1894-01-01,1895-12-31,,1,1
8187,4967,4,1868-01-01,1868-12-31,,1,1
8188,4967,13,1874-01-01,1878-12-31,,1,1
8189,4967,32,1878-02-15,1880-04-21,0,0,0
8190,4755,4,1872-01-01,1874-12-31,,1,1
8191,4755,4,1880-01-01,1883-12-31,,1,1
8192,4755,13,1883-01-01,1884-12-31,,1,1
8193,4755,80,1884-01-01,1885-12-31,,1,1
8194,4755,80,1892-01-01,1892-12-31,,1,1
8195,4755,34,1886-01-01,1886-12-31,,1,1
8196,4908,4,1874-01-01,1875-12-31,,1,1
8197,4700,24,1875-11-24,1880-04-21,0,0,0
8198,4700,4,1874-01-01,1875-12-31,,1,1
8199,5433,4,1875-01-01,1878-12-31,,1,1
8200,5433,92,1878-04-06,1880-04-21,0,0,0
8201,5433,6,1885-08-19,1886-01-28,1,0,0
8202,5433,30,1886-07-01,1887-12-31,,1,1
8203,5433,53,1887-01-14,1892-08-11,1,0,0
8204,4681,4,1876-01-01,1880-12-31,,1,1
8205,5132,4,1878-01-01,1880-12-31,,1,1
8206,5525,4,1880-01-01,1882-12-31,,1,1
8207,5525,13,1882-01-01,1885-12-31,,1,1
8208,5119,41,1880-03-31,1882-12-31,,1,1
8209,5119,4,1882-01-01,1882-12-31,,1,1
8210,5635,4,1883-01-01,1885-12-31,,1,1
8211,5635,92,1892-08-19,1894-03-11,0,0,0
8212,5635,26,1894-01-01,1895-12-31,,1,1
8213,4998,4,1885-01-01,1886-12-31,,1,1
8214,4998,55,1887-03-15,1890-12-15,0,0,0
8215,4998,26,1889-01-01,1892-12-31,,1,1
8216,5697,4,1885-01-01,1888-12-31,,1,1
8217,5697,13,1888-01-01,1892-12-31,,1,1
8218,5708,19,1902-01-01,1905-12-31,,1,1
8219,5708,4,1885-01-01,1892-12-31,,1,1
8220,5708,48,1895-07-04,1905-12-04,1,0,0
8221,5708,54,1902-01-01,1905-12-31,,1,1
8222,5708,93,1885-01-01,1895-12-31,,1,1
8223,5085,24,1880-05-07,1885-06-09,0,0,0
8224,5085,4,1886-01-01,1886-12-31,,1,1
8225,5787,4,1886-01-01,1886-12-31,,1,1
8226,5811,4,1886-01-01,1892-12-31,,1,1
8227,5811,90,1895-07-04,1900-11-16,1,0,0
8228,5811,78,1900-10-01,1905-12-31,,1,1
8229,5811,32,1905-03-12,1905-12-04,1,0,0
8230,5811,78,1915-01-01,1916-12-31,,1,1
8231,5811,20,1916-12-10,1919-01-10,1,0,0
8232,5811,33,1919-01-10,1921-02-13,1,0,0
8233,5665,4,1886-01-01,1886-12-31,,1,1
8234,5706,4,1886-01-01,1886-12-31,,1,1
8235,5706,13,1895-01-01,1902-12-31,,1,1
8236,5586,51,1891-11-24,1892-08-11,0,0,0
8237,5586,4,1886-01-01,1891-12-31,,1,1
8238,5970,4,1892-01-01,1895-12-31,,1,1
8239,5942,21,1905-12-10,1915-05-25,1,0,0
8240,5942,4,1892-01-01,1895-12-31,,1,1
8241,5445,4,1892-01-01,1895-12-31,,1,1
8242,5445,52,1910-01-01,1918-12-31,,1,1
8243,6293,41,1892-07-04,1894-12-31,,1,1
8244,6293,4,1894-01-01,1895-12-31,,1,1
8245,6293,93,1894-01-01,1895-12-31,,1,1
8246,6331,4,1895-01-01,1900-12-31,,1,1
8247,7671,4,1900-01-01,1905-12-31,,1,1
8248,7671,77,1905-01-01,1905-12-31,,1,1
8249,7908,4,1902-01-01,1905-12-31,,1,1
8250,6352,4,1905-01-01,1905-12-31,,1,1
8251,7271,4,1905-01-01,1909-12-31,,1,1
8252,6005,81,1892-08-25,1895-06-21,0,0,0
8253,6005,4,1905-01-01,1908-12-31,,1,1
8254,7907,4,1905-01-01,1907-12-31,,1,1
8255,7907,66,1907-01-29,1908-04-12,0,0,0
8256,7907,79,1908-04-12,1911-10-23,1,0,0
8257,7907,90,1911-01-01,1914-12-31,,1,1
8259,7907,6,1931-01-01,1937-12-31,,1,1
8260,7590,4,1905-01-01,1908-12-31,,1,1
8261,7925,4,1907-01-01,1908-12-31,,1,1
8262,7925,4,1908-01-01,1920-12-31,,1,1
8263,7925,103,1920-03-19,1922-10-19,1,0,0
8264,8201,4,1908-01-01,1908-12-31,,1,1
8265,8201,13,1908-01-01,1911-12-31,,1,1
8266,8201,66,1911-10-23,1912-02-13,0,0,0
8267,8201,39,1916-01-01,1916-01-11,,0,1
8268,8201,66,1916-07-09,1916-12-05,1,0,0
8269,8201,109,1912-01-01,1916-12-31,,1,1
8270,7900,4,1908-01-01,1914-12-31,,1,1
8271,7900,79,1924-10-29,1924-12-31,,1,1
8272,7900,79,1929-05-30,1931-12-31,,1,1
8273,8370,4,1908-01-01,1909-12-31,,1,1
8274,8370,26,1909-01-01,1912-12-31,,1,1
8275,8370,66,1912-02-13,1914-02-11,0,0,0
8276,8370,39,1914-02-11,1915-02-03,1,0,0
8277,7573,82,1905-12-18,1909-07-07,0,0,0
8278,7573,4,1909-01-01,1915-12-31,,1,1
8279,7573,4,1915-01-01,1922-12-31,,1,1
8280,7704,4,1909-01-01,1911-12-31,,1,1
8281,7704,85,1911-01-01,1911-01-31,,0,1
8282,7704,26,1912-01-01,1916-12-31,,1,1
8283,7704,88,1916-07-09,1916-12-05,1,0,0
8284,8359,4,1911-01-01,1915-12-31,,1,1
8285,8316,73,,,,0,0
8286,8316,41,1910-01-01,1912-12-31,,1,1
8287,8316,4,1912-01-01,1915-12-31,,1,1
8288,8615,73,1911-01-01,1914-12-31,,1,1
8289,8615,4,1914-01-01,1915-12-31,,1,1
8290,8568,105,1930-01-01,1931-12-31,,1,1
8291,8568,4,1929-01-01,1930-12-31,,1,1
8292,8568,22,1921-04-01,1921-07-14,1,0,0
8293,8568,106,1919-06-24,1921-04-01,1,0,0
8294,8568,122,1917-07-17,1919-01-10,0,,0
8295,8568,4,1915-01-01,1916-12-31,,1,1
8296,8568,4,1914-01-01,1915-12-31,,1,1
8297,8568,100,1916-01-01,1916-07-09,,0,1
8298,8568,78,1919-01-01,1919-12-31,,1,1
8299,7411,81,1903-10-11,1905-12-04,0,0,0
8300,7411,4,1915-01-01,1916-12-31,,1,1
8301,7498,82,1905-06-16,1905-12-04,0,0,0
8302,7498,57,1905-01-01,1913-12-31,,1,1
8303,7498,93,1913-01-01,,,0,1
8304,7498,4,1915-01-01,1921-12-31,,1,1
8305,8171,82,1909-07-07,1915-01-24,0,0,0
8306,8171,4,1915-01-01,1916-12-31,,1,1
8307,8171,93,1916-01-01,1918-12-31,,1,1
8308,6025,73,1886-01-01,1892-12-31,,1,1
8309,6025,82,1895-07-06,1902-08-08,0,0,0
8310,6025,80,1902-01-01,1903-12-31,,1,1
8311,6025,4,1915-01-01,1917-12-31,,1,1
8312,6025,78,1917-01-01,1918-12-31,,1,1
8313,8304,73,1906-01-01,1908-12-31,,1,1
8314,8304,85,1908-04-12,1910-03-04,0,0,0
8315,8304,4,1915-01-01,1915-12-31,,1,1
8316,8283,87,1908-01-01,1914-12-31,,1,1
8317,8283,82,1915-05-30,1916-12-05,0,0,0
8318,8283,4,1916-01-01,1917-12-31,,1,1
8319,8283,103,1917-08-17,1919-01-10,1,0,0
8320,7678,73,1895-01-01,1900-12-31,,1,1
8321,7678,4,1916-01-01,1919-12-31,,1,1
8322,7678,4,1919-01-01,1921-12-31,,1,1
8323,7678,105,1921-01-01,1922-12-31,,1,1
8324,7678,106,1922-11-15,1923-12-31,,1,1
8325,8288,73,1915-01-01,1916-12-31,,1,1
8326,8288,4,1916-01-01,1919-12-31,,1,1
8327,8278,4,1916-01-01,1919-12-31,,1,1
8328,8278,73,1906-01-01,1910-12-31,,1,1
8329,8611,4,1916-01-01,1921-12-31,,1,1
8330,8611,123,1920-01-01,1921-12-31,,1,1
8331,8611,64,1921-04-01,1922-10-19,0,0,0
8332,8042,73,1904-01-01,1904-12-31,,1,1
8333,8042,4,1916-01-01,1919-12-31,,1,1
8334,8465,73,1915-01-01,1916-12-31,,1,1
8335,8465,116,1916-01-01,1916-12-31,,1,1
8336,8465,4,1916-01-01,1918-12-31,,1,1
8337,8465,80,1916-01-01,1918-12-31,,1,1
8338,8465,95,1918-01-01,1919-12-31,,1,1
8339,8465,108,1919-01-10,1920-04-02,0,0,0
8340,8465,22,1919-01-10,1921-02-13,1,0,0
8341,8465,53,1921-02-13,1922-10-19,1,0,0
8342,8465,53,1924-01-01,1929-12-31,,1,1
8343,8465,64,1923-01-01,1924-12-31,,1,1
8344,8287,57,1911-01-01,,,0,1
8345,8287,5,1915-01-01,1916-12-31,,1,1
8346,8287,4,1916-01-01,1916-12-31,,1,1
8347,8287,4,1919-01-01,1920-12-31,,1,1
8348,8287,112,1920-01-01,1922-12-31,,1,1
8349,8287,19,1922-11-15,1924-12-31,,1,1
8350,8287,33,1924-10-29,1929-12-31,,1,1
8351,8224,4,1917-01-01,1919-12-31,,1,1
8352,8224,53,1924-01-01,1924-12-31,,1,1
8353,8479,82,1911-04-16,1912-02-21,0,0,0
8354,8479,31,1912-02-21,1915-05-25,0,0,0
8355,8479,4,1917-01-01,1921-12-31,,1,1
8356,8479,94,1921-01-01,1922-12-31,,1,1
8357,8449,13,1915-01-01,1917-12-31,,1,1
8358,8449,26,1917-01-01,1919-12-31,,1,1
8359,8449,4,1917-01-01,1919-12-31,,1,1
8360,8449,103,1924-10-29,1929-12-31,,1,1
8361,8260,4,1917-01-01,1918-12-31,,1,1
8362,8260,37,1924-01-01,1924-12-31,,1,1
8363,8260,110,1924-01-01,1924-12-31,,1,1
8364,8260,19,1929-05-30,1931-12-31,,1,1
8365,8339,4,1917-01-01,1919-12-31,,1,1
8366,8339,4,1919-01-01,1920-12-31,,1,1
8367,7970,26,1908-01-01,1911-12-31,,1,1
8368,7970,26,1911-01-01,1912-12-31,,1,1
8369,7970,53,1912-06-12,1914-03-30,1,0,0
8370,7970,4,1918-01-01,1919-12-31,,1,1
8371,7970,26,1919-01-01,1919-12-31,,1,1
8372,7756,4,1918-01-01,1918-12-31,,1,1
8373,8704,4,1918-01-01,1918-12-31,,1,1
8374,8704,4,1919-01-01,1921-12-31,,1,1
8375,8704,4,1921-01-01,1922-12-31,,1,1
8376,8704,93,1922-01-01,1923-12-31,,1,1
8377,8808,4,1918-01-01,1919-12-31,,1,1
8378,7424,4,1918-01-01,1919-12-31,,1,1
8379,7424,73,1917-01-01,1917-12-31,,1,1
8380,7424,4,1919-01-01,1921-12-31,,1,1
8381,8167,31,1916-12-14,1918-06-11,0,0,
8382,8167,4,1919-01-01,1920-12-31,,1,1
8383,8167,4,1920-01-01,1921-12-31,,1,1
8384,8379,73,1914-01-01,1914-12-31,,1,1
8385,8379,82,1915-02-03,1915-05-25,0,0,0
8386,8379,51,1915-05-30,1916-12-05,0,0,0
8387,8379,113,1917-01-01,1919-12-31,,1,1
8388,8379,4,1919-01-01,1919-12-31,,1,1
8389,9082,4,1919-01-01,1922-12-31,,1,1
8390,8546,4,1919-01-01,1920-12-31,,1,1
8391,8546,93,1921-01-01,1922-12-31,,1,1
8392,8546,4,1921-01-01,1922-12-31,,1,1
8393,8649,4,1920-01-01,1922-12-31,,1,1
8394,8649,103,1922-11-15,1924-12-31,,1,1
8395,8456,115,1919-01-01,1920-12-31,,1,1
8396,8456,4,1920-01-01,1922-12-31,,1,1
8397,8456,108,1922-01-01,1924-12-31,,1,1
8398,8456,108,1924-01-01,1929-12-31,,1,1
8399,8456,108,1931-01-01,1935-12-31,,1,1
8400,8456,64,1935-01-01,1940-12-31,,1,1
8401,8960,4,1920-01-01,1921-12-31,,1,1
8402,8960,114,1921-04-01,1922-10-19,0,0,0
8403,8960,6,1922-01-01,1924-12-31,,1,1
8404,8960,20,1931-10-27,1935-10-25,,1,1
8405,8960,6,1924-01-01,1929-12-31,,1,1
8406,8960,6,1931-01-01,1931-12-31,,1,1
8407,8241,4,1920-01-01,1921-12-31,,1,1
8408,8241,4,1921-01-01,1922-12-31,,1,1
8409,8241,64,1924-01-01,1929-12-31,,1,1
8410,8664,13,1919-01-01,1921-12-31,,1,1
8411,8664,4,1921-01-01,1922-12-31,,1,1
8412,8664,33,1922-11-15,1924-12-31,,1,1
8413,8664,20,1924-10-29,1929-12-31,,1,1
8414,8664,94,1940-01-01,1945-12-31,,1,1
8415,8111,4,1922-01-01,1928-12-31,,1,1
8416,8839,4,1922-01-01,1923-12-31,,1,1
8417,8839,66,1923-01-01,1923-12-31,,1,1
8418,8839,55,1923-01-01,1924-12-31,,1,1
8419,8839,80,1923-01-01,1924-12-31,,1,1
8420,8646,73,1916-01-01,1918-12-31,,1,1
8421,8646,4,1922-01-01,1924-12-31,,1,1
8422,8646,104,1924-01-01,1929-12-31,,1,1
8423,8426,4,1922-01-01,1923-12-31,,1,1
8424,8426,64,1923-01-01,1923-12-31,,1,1
8425,8426,55,1923-01-01,1923-12-31,,1,1
8426,8426,66,1923-01-01,1923-12-31,,1,1
8427,8426,19,1924-10-29,1929-12-31,,1,1
8428,8426,106,1923-12-06,1924-12-31,,1,1
8429,9008,4,1922-01-01,1923-12-31,,1,1
8430,8122,57,1911-01-01,1913-12-31,,1,1
8431,8122,4,1922-01-01,1923-12-31,,1,1
8432,8122,13,1923-01-01,1924-12-31,,1,1
8433,8122,94,1924-01-01,1929-12-31,,1,1
8434,9066,4,1923-01-01,1924-12-31,,1,1
8435,9066,4,1924-01-01,1927-12-31,,1,1
8436,9066,102,1940-01-01,1941-12-31,,1,1
8437,9066,127,1941-01-01,1942-12-31,,1,1
8438,8073,4,1923-01-01,1924-12-31,,1,1
8439,9186,4,1923-01-01,1924-12-31,,1,1
8440,9186,79,1924-10-29,1929-12-31,,1,1
